sentence|sentiment|chapter|book|spells|characters|groups
 The nearest  dementor seemed to be considering him|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Then it  raised both its rotting hands — and lowered its hood|-0.128|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Where there should have been eyes, there was only  thin, gray scabbed skin, stretched blankly over empty  sockets|-0.2023|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 But there was a mouth |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 a gaping,  shapeless hole, sucking the air with the sound of a  death rattle|-0.5994|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  A paralyzing terror filled Harry so that he couldn’t  move or speak|-0.5267|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 His Patronus flickered and died|-0.5574|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  White fog was blinding him|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He had to fight |-0.3818|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 expecto  patronum |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 he couldn’t see |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 and in the distance, he  heard the familiar screaming |-0.3818|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 expecto patronum |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  he groped in the mist for Sirius, and found his arm |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
  they weren’t going to take him|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  But a pair of strong, clammy hands suddenly  attached themselves around Harry’s neck|0.6652|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 They were  forcing his face upward|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He could feel its breath|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  It was going to get rid of him first|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He could feel its  putrid breath|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 His mother was screaming in his  ears|-0.3818|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 She was going to be the last thing he ever  heard —  And then, through the fog that was drowning him, he  thought he saw a silvery light growing brighter and  brighter|0.7096|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He felt himself fall forward onto the grass|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Facedown, too weak to move, sick and shaking,  Harry opened his eyes|-0.7845|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 The dementor must have  released him|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 The blinding light was illuminating the  grass around him|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 The screaming had stopped, the  cold was ebbing away|-0.5423|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Something was driving the dementors back|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 It was  circling around him and Black and Hermione|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Hermione Granger'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family'}"
 They  were leaving|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 The air was warm again|0.2263|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  With every ounce of strength he could muster, Harry  raised his head a few inches and saw an animal amid  the light, galloping away across the lake|0.4939|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Eyes  blurred with sweat, Harry tried to make out what it  was|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 It was as bright as a unicorn|0.4404|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Fighting to  stay conscious, Harry watched it canter to a halt as it  reached the opposite shore|-0.2732|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 For a moment, Harry  saw, by its brightness, somebody welcoming it back  |0.6705|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 raising his hand to pat it |0.4939|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 someone who looked  strangely familiar |-0.296|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 but it couldn’t be |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Harry didn’t understand|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He couldn’t think anymore|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  He felt the last of his strength leave him, and his head  hit the ground as he fainted|0.4588|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
56 HERMIONE’S SECRET  |0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
“Shocking business |0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 shocking |-0.4019|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 miracle none of  them died |0.7733|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 never heard the like |-0.2755|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 by thunder, it  was lucky you were there, Snape|0.4215|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
”  “Thank you, Minister|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  “Order of Merlin, Second Class, I’d say|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 First Class, if  I can wangle it!”  “Thank you very much indeed, Minister|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  “Nasty cut you’ve got there|-0.2732|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Black’s work, I  suppose?”  “As a matter of fact, it was Potter, Weasley, and  Granger, Minister|0.0258|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
”  “iVo!”  “Black had bewitched them, I saw it immediately|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 A  Confundus Charm, to judge by their behavior|0.4019|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 They  seemed to think there was a possibility he was  innocent|0.34|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 They weren’t responsible for their actions|0.3182|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  On the other hand, their interference might have  permitted Black to escape|0.5994|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 They obviously thought  they were going to catch Black single-handed|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 They’ve  got away with a great deal before now|0.6249|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 I’m afraid  it’s given them a rather high opinion of themselves |0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  and of course Potter has always been allowed an  extraordinary amount of license by the headmaster —  “Ah, well, Snape |0.2732|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
 Harry Potter, you know |0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 we’ve  all got a bit of a blind spot where he’s concerned|-0.4019|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  “And yet — is it good for him to be given so much  special treatment? Personally, I try and treat him like  any other student|0.8773|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 And any other student would be  suspended — at the very least — for leading his  friends into such danger|-0.5267|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Consider, Minister —  against all school rules — after all the precautions  put in place for his protection — out-of-bounds, at  night, consorting with a werewolf and a murderer —  and I have reason to believe he has been visiting  Hogsmeade illegally too — ”  “Well, well |-0.5423|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 we shall see, Snape, we shall see|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
 The  boy has undoubtedly been foolish|-0.2732|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Harry lay listening with his eyes tight shut|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He felt  very groggy|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 The words he was hearing seemed to be  traveling very slowly from his ears to his brain, so  that it was difficult to understand|-0.3612|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 His limbs felt  like lead; his eyelids too heavy to lift|0.3612|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He wanted to  lie here, on this comfortable bed, forever|0.596|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “What amazes me most is the behavior of the  dementors |0.4939|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 you’ve really no idea what made them  retreat, Snape?”  “No, Minister |-0.1761|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
 by the time I had come ’round they  were heading back to their positions at the entrances|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Extraordinary|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 And yet Black, and Harry, and the girl  “All unconscious by the time I reached them|0.1027|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
 I bound  and gagged Black, naturally, conjured stretchers, and  brought them all straight back to the castle|-0.1027|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
”  There was a pause|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry’s brain seemed to be  moving a little faster, and as it did, a gnawing  sensation grew in the pit of his stomach|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  He opened his eyes|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Everything was slightly blurred|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Somebody had  removed his glasses|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He was lying in the dark hospital  wing|-0.5267|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 At the very end of the ward, he could make out  Madam Pomfrey with her back to him, bending over a  bed|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Poppy Pomfrey'}|set()
 Harry squinted|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Ron’s red hair was visible  beneath Madam Pomfrey’s arm|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley', 'Poppy Pomfrey'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  Harry moved his head over on the pillow|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 In the bed  to his right lay Hermione|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 Moonlight was falling  across her bed|-0.1531|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Her eyes were open too|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 She looked  petrified, and when she saw that Harry was awake,  pressed a finger to her lips, then pointed to the  hospital wing door|-0.5423|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 It was ajar, and the voices of  Cornelius Fudge and Snape were coming through it  from the corridor outside|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Severus Snape', 'Cornelius Fudge'}|{'Ministry', 'Teacher', 'Order of the Phoenix'}
  Madam Pomfrey now came walking briskly up the  dark ward to Harry’s bed|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Poppy Pomfrey'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He turned to look at her|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  She was carrying the largest block of chocolate he  had ever seen in his life|-0.4404|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 It looked like a small  boulder|0.3612|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Ah, you’re awake!” she said briskly|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 She placed the  chocolate on Harry’s bedside table and began  breaking it apart with a small hammer|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “How’s Ron?” said Harry and Hermione together|0.0|56 Hermione’S Secret  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
